Record No,Programme code,Study Year,Academic Year,Course,Course Type
R3455,10052,1,2022-2023,1044,elective
R3456,10052,1,2022-2023,1025,elective
R3457,10052,1,2023-2024,1135,compulsory
R3458,10052,1,2023-2024,1127,compulsory
R3459,10052,1,2023-2024,1217,compulsory
R3460,10052,1,2023-2024,1057,compulsory
R3461,10052,1,2023-2024,1256,elective
R3462,10052,1,2023-2024,1195,elective
R3463,10052,1,2023-2024,1173,elective
R3464,10052,1,2023-2024,1102,elective
R3465,10052,1,2023-2024,1077,elective
R3466,10052,1,2023-2024,1032,elective
R3467,10052,2,2013-2014,1240,compulsory
R3468,10052,2,2013-2014,1222,compulsory-elective
R3469,10052,2,2013-2014,1223,compulsory-elective
R3470,10052,2,2013-2014,1205,compulsory-elective
R3471,10052,2,2013-2014,1149,compulsory-elective
R3472,10052,2,2013-2014,1241,elective
R3473,10052,2,2013-2014,1207,elective
R3474,10052,2,2013-2014,1132,elective
R3475,10052,2,2013-2014,1097,elective
R3476,10052,2,2013-2014,1037,elective
R3477,10052,2,2014-2015,1013,compulsory
R3478,10052,2,2014-2015,1204,compulsory-elective
R3479,10052,2,2014-2015,1105,compulsory-elective
R3480,10052,2,2014-2015,1222,elective
R3481,10052,2,2014-2015,1188,elective
R3482,10052,2,2014-2015,1181,elective
R3483,10052,2,2014-2015,1095,elective
R3484,10052,2,2014-2015,1082,elective
R3485,10052,2,2015-2016,1079,compulsory
R3486,10052,2,2015-2016,1223,compulsory-elective
R3487,10052,2,2015-2016,1139,compulsory-elective
R3488,10052,2,2015-2016,1160,elective
R3489,10052,2,2015-2016,1078,elective
R3490,10052,2,2015-2016,1076,elective
R3491,10052,2,2015-2016,1044,elective
R3492,10052,2,2015-2016,1003,elective
R3493,10052,2,2016-2017,1136,compulsory
R3494,10052,2,2016-2017,1256,compulsory-elective
R3495,10052,2,2016-2017,1208,compulsory-elective
R3496,10052,2,2016-2017,1164,compulsory-elective
R3497,10052,2,2016-2017,1029,compulsory-elective
R3498,10052,2,2016-2017,1234,compulsory-elective
R3499,10052,2,2016-2017,1176,compulsory-elective
R3500,10052,2,2016-2017,1175,compulsory-elective
R3501,10052,2,2016-2017,1115,compulsory-elective
R3502,10052,2,2017-2018,1098,compulsory
R3503,10052,2,2017-2018,1083,compulsory
R3504,10052,2,2017-2018,1293,compulsory-elective
R3505,10052,2,2017-2018,1259,compulsory-elective
R3506,10052,2,2017-2018,1190,compulsory-elective
R3507,10052,2,2017-2018,1272,elective
R3508,10052,2,2017-2018,1233,elective
R3509,10052,2,2017-2018,1105,elective
R3510,10052,2,2017-2018,1059,elective
R3511,10052,2,2018-2019,1281,compulsory
R3512,10052,2,2018-2019,1299,compulsory-elective
R3513,10052,2,2018-2019,1187,compulsory-elective
R3514,10052,2,2018-2019,1148,compulsory-elective
R3515,10052,2,2018-2019,1294,elective
R3516,10052,2,2018-2019,1263,elective
R3517,10052,2,2018-2019,1191,elective
R3518,10052,2,2018-2019,1074,elective
R3519,10052,2,2019-2020,1187,compulsory
R3520,10052,2,2019-2020,1003,compulsory
R3521,10052,2,2019-2020,1208,compulsory
R3522,10052,2,2019-2020,1161,compulsory
R3523,10052,2,2019-2020,1282,elective
R3524,10052,2,2019-2020,1129,elective
R3525,10052,2,2019-2020,1065,elective
R3526,10052,2,2019-2020,1063,elective
R3527,10052,2,2020-2021,1233,compulsory
R3528,10052,2,2020-2021,1219,compulsory-elective
R3529,10052,2,2020-2021,1145,compulsory-elective
R3530,10052,2,2020-2021,1130,compulsory-elective
R3531,10052,2,2020-2021,1251,elective
R3532,10052,2,2020-2021,1218,elective
R3533,10052,2,2020-2021,1154,elective
R3534,10052,2,2020-2021,1100,elective
R3535,10052,2,2020-2021,1003,elective
R3536,10052,2,2021-2022,1153,compulsory
R3537,10052,2,2021-2022,1223,compulsory-elective
R3538,10052,2,2021-2022,1143,compulsory-elective
R3539,10052,2,2021-2022,1099,compulsory-elective
R3540,10052,2,2021-2022,1003,compulsory-elective
R3541,10052,2,2021-2022,1254,elective
R3542,10052,2,2021-2022,1238,elective
R3543,10052,2,2021-2022,1226,elective
R3544,10052,2,2021-2022,1212,elective
R3545,10052,2,2021-2022,1129,elective
R3546,10052,2,2021-2022,1056,elective
R3547,10052,2,2022-2023,1189,compulsory
R3548,10052,2,2022-2023,1084,compulsory
R3549,10052,2,2022-2023,1124,compulsory
R3550,10052,2,2022-2023,1024,compulsory
R3551,10052,2,2022-2023,1239,elective
R3552,10052,2,2022-2023,1144,elective
R3553,10052,2,2022-2023,1142,elective
R3554,10052,2,2022-2023,1110,elective
R3555,10052,2,2022-2023,1071,elective
R3556,10052,2,2022-2023,1060,elective
R3557,10052,2,2023-2024,1243,compulsory
R3558,10052,2,2023-2024,1061,compulsory
R3559,10052,2,2023-2024,1255,compulsory-elective
R3560,10052,2,2023-2024,1214,compulsory-elective
R3561,10052,2,2023-2024,1102,compulsory-elective
R3562,10052,2,2023-2024,1274,elective
R3563,10052,2,2023-2024,1218,elective
R3564,10052,2,2023-2024,1210,elective
R3565,10052,2,2023-2024,1158,elective
R3566,10052,2,2023-2024,1122,elective
R3567,10053,1,2013-2014,1037,compulsory
R3568,10053,1,2013-2014,1151,compulsory-elective
R3569,10053,1,2013-2014,1127,compulsory-elective
R3570,10053,1,2013-2014,1049,compulsory-elective
R3571,10053,1,2013-2014,1259,elective
R3572,10053,1,2013-2014,1243,elective
R3573,10053,1,2013-2014,1051,elective
R3574,10053,1,2013-2014,1013,elective
R3575,10053,1,2013-2014,1012,elective
R3576,10053,1,2014-2015,1184,compulsory
R3577,10053,1,2014-2015,1146,compulsory-elective
R3578,10053,1,2014-2015,1055,compulsory-elective
R3579,10053,1,2014-2015,1253,elective
R3580,10053,1,2014-2015,1171,elective
R3581,10053,1,2014-2015,1134,elective
R3582,10053,1,2014-2015,1052,elective
R3583,10053,1,2015-2016,1184,compulsory
R3584,10053,1,2015-2016,1174,compulsory
R3585,10053,1,2015-2016,1144,compulsory
R3586,10053,1,2015-2016,1071,compulsory
R3587,10053,1,2015-2016,1241,elective
R3588,10053,1,2015-2016,1207,elective
R3589,10053,1,2015-2016,1106,elective
R3590,10053,1,2015-2016,1097,elective
R3591,10053,1,2015-2016,1063,elective
R3592,10053,1,2016-2017,1017,compulsory
R3593,10053,1,2016-2017,1144,compulsory-elective
R3594,10053,1,2016-2017,1145,compulsory-elective
R3595,10053,1,2016-2017,1051,compulsory-elective
R3596,10053,1,2016-2017,1230,elective
R3597,10053,1,2016-2017,1206,elective
R3598,10053,1,2016-2017,1200,elective
R3599,10053,1,2016-2017,1194,elective
R3600,10053,1,2016-2017,1172,elective
R3601,10053,1,2016-2017,1160,elective
R3602,10053,1,2017-2018,1170,compulsory
R3603,10053,1,2017-2018,1182,compulsory-elective
R3604,10053,1,2017-2018,1046,compulsory-elective
R3605,10053,1,2017-2018,1023,compulsory-elective
R3606,10053,1,2017-2018,1247,elective
R3607,10053,1,2017-2018,1223,elective
R3608,10053,1,2017-2018,1199,elective
R3609,10053,1,2017-2018,1063,elective
R3610,10053,1,2017-2018,1017,elective
R3611,10053,1,2018-2019,1100,compulsory
R3612,10053,1,2018-2019,1261,compulsory-elective
R3613,10053,1,2018-2019,1207,compulsory-elective
R3614,10053,1,2018-2019,1120,compulsory-elective
R3615,10053,1,2018-2019,1056,compulsory-elective
R3616,10053,1,2018-2019,1283,compulsory-elective
R3617,10053,1,2018-2019,1199,compulsory-elective
R3618,10053,1,2018-2019,1162,compulsory-elective
R3619,10053,1,2018-2019,1020,compulsory-elective
R3620,10053,1,2019-2020,1082,compulsory
R3621,10053,1,2019-2020,1055,compulsory
R3622,10053,1,2019-2020,1214,compulsory-elective
R3623,10053,1,2019-2020,1154,compulsory-elective
R3624,10053,1,2019-2020,1131,compulsory-elective
R3625,10053,1,2019-2020,1017,compulsory-elective
R3626,10053,1,2019-2020,1255,elective
R3627,10053,1,2019-2020,1242,elective
R3628,10053,1,2019-2020,1199,elective
R3629,10053,1,2019-2020,1185,elective
R3630,10053,1,2019-2020,1063,elective
R3631,10053,1,2020-2021,1022,compulsory
R3632,10053,1,2020-2021,1215,compulsory-elective
R3633,10053,1,2020-2021,1212,compulsory-elective
R3634,10053,1,2020-2021,1059,compulsory-elective
R3635,10053,1,2020-2021,1017,compulsory-elective
R3636,10053,1,2020-2021,1284,elective
R3637,10053,1,2020-2021,1266,elective
R3638,10053,1,2020-2021,1206,elective
R3639,10053,1,2020-2021,1174,elective
R3640,10053,1,2020-2021,1039,elective
R3641,10053,1,2020-2021,1009,elective
R3642,10053,1,2021-2022,1285,compulsory
R3643,10053,1,2021-2022,1254,compulsory-elective
R3644,10053,1,2021-2022,1241,compulsory-elective
R3645,10053,1,2021-2022,1189,elective
R3646,10053,1,2021-2022,1110,elective
R3647,10053,1,2021-2022,1080,elective
R3648,10053,1,2021-2022,1035,elective
R3649,10053,1,2021-2022,1011,elective
R3650,10053,1,2022-2023,1235,compulsory
R3651,10053,1,2022-2023,1140,compulsory
R3652,10053,1,2022-2023,1289,compulsory-elective
R3653,10053,1,2022-2023,1252,compulsory-elective
R3654,10053,1,2022-2023,1205,compulsory-elective
R3655,10053,1,2022-2023,1091,compulsory-elective
R3656,10053,1,2022-2023,1269,elective
R3657,10053,1,2022-2023,1204,elective
R3658,10053,1,2022-2023,1157,elective
R3659,10053,1,2022-2023,1110,elective
R3660,10053,1,2022-2023,1036,elective
R3661,10053,1,2023-2024,1268,compulsory
R3662,10053,1,2023-2024,1280,compulsory-elective
R3663,10053,1,2023-2024,1200,compulsory-elective
R3664,10053,1,2023-2024,1084,compulsory-elective
R3665,10053,1,2023-2024,1061,compulsory-elective
R3666,10053,1,2023-2024,1252,compulsory-elective
R3667,10053,1,2023-2024,1209,compulsory-elective
R3668,10053,1,2023-2024,1090,compulsory-elective
R3669,10053,1,2023-2024,1040,compulsory-elective
R3670,10053,2,2013-2014,1143,compulsory
R3671,10053,2,2013-2014,1088,compulsory
R3672,10053,2,2013-2014,1247,compulsory
R3673,10053,2,2013-2014,1055,compulsory
R3674,10053,2,2013-2014,1182,elective
R3675,10053,2,2013-2014,1087,elective
R3676,10053,2,2013-2014,1059,elective
R3677,10053,2,2013-2014,1049,elective
R3678,10053,2,2014-2015,1294,compulsory
R3679,10053,2,2014-2015,1101,compulsory
R3680,10053,2,2014-2015,1274,compulsory
R3681,10053,2,2014-2015,1131,compulsory
R3682,10053,2,2014-2015,1295,elective
R3683,10053,2,2014-2015,1258,elective
R3684,10053,2,2014-2015,1251,elective
R3685,10053,2,2014-2015,1046,elective
R3686,10053,2,2014-2015,1041,elective
R3687,10053,2,2015-2016,1258,compulsory
R3688,10053,2,2015-2016,1106,compulsory
R3689,10053,2,2015-2016,1266,compulsory-elective
R3690,10053,2,2015-2016,1238,compulsory-elective
R3691,10053,2,2015-2016,1103,compulsory-elective
R3692,10053,2,2015-2016,1010,compulsory-elective
R3693,10053,2,2015-2016,1199,elective
R3694,10053,2,2015-2016,1050,elective
R3695,10053,2,2015-2016,1041,elective
R3696,10053,2,2015-2016,1023,elective
R3697,10053,2,2015-2016,1015,elective
R3698,10053,2,2015-2016,1013,elective
R3699,10053,2,2016-2017,1257,compulsory
R3700,10053,2,2016-2017,1263,compulsory-elective
R3701,10053,2,2016-2017,1179,compulsory-elective
R3702,10053,2,2016-2017,1135,compulsory-elective
R3703,10053,2,2016-2017,1199,elective
R3704,10053,2,2016-2017,1158,elective
R3705,10053,2,2016-2017,1027,elective
R3706,10053,2,2016-2017,1026,elective
R3707,10053,2,2017-2018,1171,compulsory
R3708,10053,2,2017-2018,1286,compulsory-elective
R3709,10053,2,2017-2018,1133,compulsory-elective
R3710,10053,2,2017-2018,1035,compulsory-elective
R3711,10053,2,2017-2018,1262,elective
R3712,10053,2,2017-2018,1217,elective
R3713,10053,2,2017-2018,1090,elective
R3714,10053,2,2017-2018,1069,elective
R3715,10053,2,2017-2018,1019,elective
R3716,10053,2,2018-2019,1009,compulsory
R3717,10053,2,2018-2019,1246,compulsory-elective
R3718,10053,2,2018-2019,1173,compulsory-elective
R3719,10053,2,2018-2019,1130,compulsory-elective
R3720,10053,2,2018-2019,1092,compulsory-elective
R3721,10053,2,2018-2019,1266,elective
R3722,10053,2,2018-2019,1229,elective
R3723,10053,2,2018-2019,1166,elective
R3724,10053,2,2018-2019,1150,elective
R3725,10053,2,2018-2019,1107,elective
R3726,10053,2,2018-2019,1059,elective
R3727,10053,2,2019-2020,1015,compulsory
R3728,10053,2,2019-2020,1261,compulsory-elective
R3729,10053,2,2019-2020,1190,compulsory-elective
R3730,10053,2,2019-2020,1187,compulsory-elective
R3731,10053,2,2019-2020,1050,compulsory-elective
R3732,10053,2,2019-2020,1225,elective
R3733,10053,2,2019-2020,1224,elective
R3734,10053,2,2019-2020,1126,elective
R3735,10053,2,2019-2020,1114,elective
R3736,10053,2,2019-2020,1091,elective
R3737,10053,2,2020-2021,1281,compulsory
R3738,10053,2,2020-2021,1171,compulsory
R3739,10053,2,2020-2021,1162,compulsory-elective
R3740,10053,2,2020-2021,1146,compulsory-elective
R3741,10053,2,2020-2021,1099,compulsory-elective
R3742,10053,2,2020-2021,1248,elective
R3743,10053,2,2020-2021,1223,elective
R3744,10053,2,2020-2021,1220,elective
R3745,10053,2,2020-2021,1139,elective
R3746,10053,2,2021-2022,1094,compulsory
R3747,10053,2,2021-2022,1112,compulsory-elective
R3748,10053,2,2021-2022,1038,compulsory-elective
R3749,10053,2,2021-2022,1291,elective
R3750,10053,2,2021-2022,1275,elective
R3751,10053,2,2021-2022,1228,elective
R3752,10053,2,2021-2022,1214,elective
R3753,10053,2,2021-2022,1081,elective
R3754,10053,2,2021-2022,1031,elective
R3755,10053,2,2022-2023,1139,compulsory
R3756,10053,2,2022-2023,1265,compulsory-elective
R3757,10053,2,2022-2023,1250,compulsory-elective
R3758,10053,2,2022-2023,1188,compulsory-elective
R3759,10053,2,2022-2023,1012,compulsory-elective
R3760,10053,2,2022-2023,1242,compulsory-elective
R3761,10053,2,2022-2023,1168,compulsory-elective
R3762,10053,2,2022-2023,1160,compulsory-elective
R3763,10053,2,2022-2023,1157,compulsory-elective
R3764,10053,2,2023-2024,1153,compulsory
R3765,10053,2,2023-2024,1091,compulsory
R3766,10053,2,2023-2024,1193,compulsory-elective
R3767,10053,2,2023-2024,1174,compulsory-elective
R3768,10053,2,2023-2024,1049,compulsory-elective
R3769,10053,2,2023-2024,1207,elective
R3770,10053,2,2023-2024,1176,elective
R3771,10053,2,2023-2024,1170,elective
R3772,10053,2,2023-2024,1137,elective
R3773,10054,1,2013-2014,1257,compulsory
R3774,10054,1,2013-2014,1092,compulsory
R3775,10054,1,2013-2014,1176,compulsory-elective
R3776,10054,1,2013-2014,1114,compulsory-elective
R3777,10054,1,2013-2014,1066,compulsory-elective
R3778,10054,1,2013-2014,1249,elective
R3779,10054,1,2013-2014,1196,elective
R3780,10054,1,2013-2014,1173,elective
R3781,10054,1,2013-2014,1152,elective
R3782,10054,1,2013-2014,1110,elective
R3783,10054,1,2013-2014,1031,elective
R3784,10054,1,2014-2015,1269,compulsory
R3785,10054,1,2014-2015,1111,compulsory
R3786,10054,1,2014-2015,1130,compulsory
R3787,10054,1,2014-2015,1015,compulsory
R3788,10054,1,2014-2015,1287,elective
R3789,10054,1,2014-2015,1212,elective
R3790,10054,1,2014-2015,1204,elective
R3791,10054,1,2014-2015,1008,elective
R3792,10054,1,2015-2016,1236,compulsory
R3793,10054,1,2015-2016,1214,compulsory-elective
R3794,10054,1,2015-2016,1215,compulsory-elective
R3795,10054,1,2015-2016,1164,compulsory-elective
R3796,10054,1,2015-2016,1110,compulsory-elective
R3797,10054,1,2015-2016,1291,elective
R3798,10054,1,2015-2016,1067,elective
R3799,10054,1,2015-2016,1056,elective
R3800,10054,1,2015-2016,1027,elective
R3801,10054,1,2015-2016,1026,elective
R3802,10054,1,2016-2017,1031,compulsory
R3803,10054,1,2016-2017,1240,compulsory-elective
R3804,10054,1,2016-2017,1182,compulsory-elective
R3805,10054,1,2016-2017,1282,elective
R3806,10054,1,2016-2017,1125,elective
R3807,10054,1,2016-2017,1098,elective
R3808,10054,1,2016-2017,1058,elective
R3809,10054,1,2016-2017,1005,elective
R3810,10054,1,2017-2018,1278,compulsory
R3811,10054,1,2017-2018,1061,compulsory
R3812,10054,1,2017-2018,1253,compulsory-elective
R3813,10054,1,2017-2018,1199,compulsory-elective
R3814,10054,1,2017-2018,1117,compulsory-elective
R3815,10054,1,2017-2018,1237,elective
R3816,10054,1,2017-2018,1221,elective
R3817,10054,1,2017-2018,1208,elective
R3818,10054,1,2017-2018,1046,elective
R3819,10054,1,2018-2019,1066,compulsory
R3820,10054,1,2018-2019,1035,compulsory-elective
R3821,10054,1,2018-2019,1015,compulsory-elective
R3822,10054,1,2018-2019,1245,elective
R3823,10054,1,2018-2019,1232,elective
R3824,10054,1,2018-2019,1227,elective
R3825,10054,1,2018-2019,1190,elective
R3826,10054,1,2018-2019,1032,elective
R3827,10054,1,2019-2020,1148,compulsory
R3828,10054,1,2019-2020,1074,compulsory
R3829,10054,1,2019-2020,1189,compulsory-elective
R3830,10054,1,2019-2020,1168,compulsory-elective
R3831,10054,1,2019-2020,1027,compulsory-elective
R3832,10054,1,2019-2020,1242,elective
R3833,10054,1,2019-2020,1162,elective
R3834,10054,1,2019-2020,1087,elective
R3835,10054,1,2019-2020,1031,elective
R3836,10054,1,2019-2020,1028,elective
R3837,10054,1,2020-2021,1255,compulsory
R3838,10054,1,2020-2021,1157,compulsory
R3839,10054,1,2020-2021,1229,compulsory-elective
R3840,10054,1,2020-2021,1211,compulsory-elective
R3841,10054,1,2020-2021,1068,compulsory-elective
R3842,10054,1,2020-2021,1031,compulsory-elective
R3843,10054,1,2020-2021,1208,elective
R3844,10054,1,2020-2021,1127,elective
R3845,10054,1,2020-2021,1100,elective
R3846,10054,1,2020-2021,1096,elective
R3847,10054,1,2020-2021,1078,elective
R3848,10054,1,2021-2022,1278,compulsory
R3849,10054,1,2021-2022,1022,compulsory
R3850,10054,1,2021-2022,1187,compulsory-elective
R3851,10054,1,2021-2022,1128,compulsory-elective
R3852,10054,1,2021-2022,1113,compulsory-elective
R3853,10054,1,2021-2022,1013,compulsory-elective
R3854,10054,1,2021-2022,1279,elective
R3855,10054,1,2021-2022,1265,elective
R3856,10054,1,2021-2022,1246,elective
R3857,10054,1,2021-2022,1216,elective
R3858,10054,1,2021-2022,1105,elective
R3859,10054,1,2022-2023,1289,compulsory
R3860,10054,1,2022-2023,1201,compulsory
R3861,10054,1,2022-2023,1280,compulsory-elective
R3862,10054,1,2022-2023,1150,compulsory-elective
R3863,10054,1,2022-2023,1068,compulsory-elective
R3864,10054,1,2022-2023,1038,compulsory-elective
R3865,10054,1,2022-2023,1278,compulsory-elective
R3866,10054,1,2022-2023,1245,compulsory-elective
R3867,10054,1,2022-2023,1190,compulsory-elective
R3868,10054,1,2022-2023,1045,compulsory-elective
R3869,10054,1,2023-2024,1237,compulsory
R3870,10054,1,2023-2024,1039,compulsory-elective
R3871,10054,1,2023-2024,1032,compulsory-elective
R3872,10054,1,2023-2024,1236,elective
R3873,10054,1,2023-2024,1215,elective
R3874,10054,1,2023-2024,1080,elective
R3875,10054,1,2023-2024,1074,elective
R3876,10054,1,2023-2024,1061,elective
R3877,10054,1,2023-2024,1049,elective
R3878,10054,2,2013-2014,1047,compulsory
R3879,10054,2,2013-2014,1045,compulsory
R3880,10054,2,2013-2014,1292,compulsory-elective
R3881,10054,2,2013-2014,1154,compulsory-elective
R3882,10054,2,2013-2014,1090,compulsory-elective
R3883,10054,2,2013-2014,1266,elective
R3884,10054,2,2013-2014,1212,elective
R3885,10054,2,2013-2014,1151,elective
R3886,10054,2,2013-2014,1150,elective
R3887,10054,2,2013-2014,1112,elective
R3888,10054,2,2014-2015,1209,compulsory
R3889,10054,2,2014-2015,1198,compulsory
R3890,10054,2,2014-2015,1239,compulsory
R3891,10054,2,2014-2015,1075,compulsory
R3892,10054,2,2014-2015,1168,elective
R3893,10054,2,2014-2015,1142,elective
R3894,10054,2,2014-2015,1076,elective
R3895,10054,2,2014-2015,1042,elective
